Species,Units,Date,Year,Month,Day,Time,Value
NO,ug m-3,12/10/2017,2017,10,12,12,8.4
NO,ug m-3,12/10/2017,2017,10,12,13,7.9
NO,ug m-3,12/10/2017,2017,10,12,14,6.2
NO,ug m-3,12/10/2017,2017,10,12,15,5.3
NO,ug m-3,12/10/2017,2017,10,12,16,2.2
NO,ug m-3,12/10/2017,2017,10,12,17,2.5
NO,ug m-3,12/10/2017,2017,10,12,18,2.2
NO,ug m-3,12/10/2017,2017,10,12,19,2.3
NO,ug m-3,12/10/2017,2017,10,12,20,2.1
NO,ug m-3,12/10/2017,2017,10,12,21,1.5
NO,ug m-3,12/10/2017,2017,10,12,22,1.5
NO,ug m-3,12/10/2017,2017,10,12,23,1.9
NO,ug m-3,13/10/2017,2017,10,13,0,1.0
NO,ug m-3,13/10/2017,2017,10,13,1,1.0
NO,ug m-3,13/10/2017,2017,10,13,2,0.6
NO,ug m-3,13/10/2017,2017,10,13,3,0.6
NO,ug m-3,13/10/2017,2017,10,13,4,1.6
NO,ug m-3,13/10/2017,2017,10,13,5,3.4
NO,ug m-3,13/10/2017,2017,10,13,6,4.8
NO,ug m-3,13/10/2017,2017,10,13,7,4.8
NO,ug m-3,13/10/2017,2017,10,13,8,9.3
NO,ug m-3,13/10/2017,2017,10,13,9,7.1
NO,ug m-3,13/10/2017,2017,10,13,10,7.4
NO,ug m-3,13/10/2017,2017,10,13,11,5.8
NO,ug m-3,13/10/2017,2017,10,13,12,5.0
NO,ug m-3,13/10/2017,2017,10,13,13,6.4
NO,ug m-3,13/10/2017,2017,10,13,14,4.8
NO,ug m-3,13/10/2017,2017,10,13,15,4.1
NO,ug m-3,13/10/2017,2017,10,13,16,3.6
NO,ug m-3,13/10/2017,2017,10,13,17,2.1
NO,ug m-3,13/10/2017,2017,10,13,18,1.7
NO,ug m-3,13/10/2017,2017,10,13,19,1.5
NO,ug m-3,13/10/2017,2017,10,13,20,1.5
NO,ug m-3,13/10/2017,2017,10,13,21,1.9
NO,ug m-3,13/10/2017,2017,10,13,22,1.1
NO,ug m-3,13/10/2017,2017,10,13,23,1.7
NO,ug m-3,14/10/2017,2017,10,14,0,1.2
NO,ug m-3,14/10/2017,2017,10,14,1,0.9
NO,ug m-3,14/10/2017,2017,10,14,2,1.3
NO,ug m-3,14/10/2017,2017,10,14,3,0.8
NO,ug m-3,14/10/2017,2017,10,14,4,0.7
NO,ug m-3,14/10/2017,2017,10,14,5,1.4
NO,ug m-3,14/10/2017,2017,10,14,6,2.2
NO,ug m-3,14/10/2017,2017,10,14,7,5.5
NO,ug m-3,14/10/2017,2017,10,14,8,4.0
NO,ug m-3,14/10/2017,2017,10,14,9,6.4
NO,ug m-3,14/10/2017,2017,10,14,10,5.1
NO,ug m-3,14/10/2017,2017,10,14,11,4.3
NO,ug m-3,14/10/2017,2017,10,14,12,4.2
NO,ug m-3,14/10/2017,2017,10,14,13,2.5
NO,ug m-3,14/10/2017,2017,10,14,14,2.3
NO,ug m-3,14/10/2017,2017,10,14,15,1.6
NO,ug m-3,14/10/2017,2017,10,14,16,2.0
NO,ug m-3,14/10/2017,2017,10,14,17,2.9
NO,ug m-3,14/10/2017,2017,10,14,18,4.0
NO,ug m-3,14/10/2017,2017,10,14,19,9.5
NO,ug m-3,14/10/2017,2017,10,14,20,10.9
NO,ug m-3,14/10/2017,2017,10,14,21,4.6
NO,ug m-3,14/10/2017,2017,10,14,22,6.1
NO,ug m-3,14/10/2017,2017,10,14,23,10.2
NO,ug m-3,15/10/2017,2017,10,15,0,7.2
NO,ug m-3,15/10/2017,2017,10,15,1,10.3
NO,ug m-3,15/10/2017,2017,10,15,2,19.9
NO,ug m-3,15/10/2017,2017,10,15,3,10.2
NO,ug m-3,15/10/2017,2017,10,15,4,6.2
NO,ug m-3,15/10/2017,2017,10,15,5,7.5
NO,ug m-3,15/10/2017,2017,10,15,6,4.9
NO,ug m-3,15/10/2017,2017,10,15,7,3.5
NO,ug m-3,15/10/2017,2017,10,15,8,3.2
NO,ug m-3,15/10/2017,2017,10,15,9,3.4
NO,ug m-3,15/10/2017,2017,10,15,10,1.4
NO,ug m-3,15/10/2017,2017,10,15,11,2.7
NO,ug m-3,15/10/2017,2017,10,15,12,3.0
NO,ug m-3,15/10/2017,2017,10,15,13,1.9
NO,ug m-3,15/10/2017,2017,10,15,14,2.4
NO,ug m-3,15/10/2017,2017,10,15,15,1.4
NO,ug m-3,15/10/2017,2017,10,15,16,1.0
NO,ug m-3,15/10/2017,2017,10,15,17,2.0
NO,ug m-3,15/10/2017,2017,10,15,18,2.4
NO,ug m-3,15/10/2017,2017,10,15,19,2.9
NO,ug m-3,15/10/2017,2017,10,15,20,4.5
NO,ug m-3,15/10/2017,2017,10,15,21,2.0
NO,ug m-3,15/10/2017,2017,10,15,22,1.5
NO,ug m-3,15/10/2017,2017,10,15,23,1.0
NO,ug m-3,16/10/2017,2017,10,16,0,0.3
NO,ug m-3,16/10/2017,2017,10,16,1,0.5
NO,ug m-3,16/10/2017,2017,10,16,2,1.5
NO,ug m-3,16/10/2017,2017,10,16,3,1.0
NO,ug m-3,16/10/2017,2017,10,16,4,2.0
NO,ug m-3,16/10/2017,2017,10,16,5,25.1
NO,ug m-3,16/10/2017,2017,10,16,6,101.8
NO,ug m-3,16/10/2017,2017,10,16,7,116.0
NO,ug m-3,16/10/2017,2017,10,16,8,47.3
NO,ug m-3,16/10/2017,2017,10,16,9,8.6
NO,ug m-3,16/10/2017,2017,10,16,10,7.3
NO,ug m-3,16/10/2017,2017,10,16,11,4.8
NO,ug m-3,16/10/2017,2017,10,16,12,3.8
NO,ug m-3,16/10/2017,2017,10,16,13,2.9
NO,ug m-3,16/10/2017,2017,10,16,14,1.7
NO,ug m-3,16/10/2017,2017,10,16,15,1.2
NO,ug m-3,16/10/2017,2017,10,16,16,1.5
NO,ug m-3,16/10/2017,2017,10,16,17,1.4
NO,ug m-3,16/10/2017,2017,10,16,18,1.0
NO,ug m-3,16/10/2017,2017,10,16,19,1.3
NO,ug m-3,16/10/2017,2017,10,16,20,0.9
NO,ug m-3,16/10/2017,2017,10,16,21,0.2
NO,ug m-3,16/10/2017,2017,10,16,22,0.6
NO,ug m-3,16/10/2017,2017,10,16,23,1.1
NO,ug m-3,17/10/2017,2017,10,17,0,0.9
NO,ug m-3,17/10/2017,2017,10,17,1,0.9
NO,ug m-3,17/10/2017,2017,10,17,2,0.6
NO,ug m-3,17/10/2017,2017,10,17,3,0.3
NO,ug m-3,17/10/2017,2017,10,17,4,1.5
NO,ug m-3,17/10/2017,2017,10,17,5,1.9
NO,ug m-3,17/10/2017,2017,10,17,6,3.3
NO,ug m-3,17/10/2017,2017,10,17,7,10.5
NO,ug m-3,17/10/2017,2017,10,17,8,11.7
NO,ug m-3,17/10/2017,2017,10,17,9,13.3
NO,ug m-3,17/10/2017,2017,10,17,10,10.6
NO,ug m-3,17/10/2017,2017,10,17,11,5.3
NO,ug m-3,17/10/2017,2017,10,17,12,6.9
NO,ug m-3,17/10/2017,2017,10,17,13,7.1
NO,ug m-3,17/10/2017,2017,10,17,14,6.5
NO,ug m-3,17/10/2017,2017,10,17,15,5.0
NO,ug m-3,17/10/2017,2017,10,17,16,6.1
NO,ug m-3,17/10/2017,2017,10,17,17,3.1
NO,ug m-3,17/10/2017,2017,10,17,18,5.6
NO,ug m-3,17/10/2017,2017,10,17,19,7.9
NO,ug m-3,17/10/2017,2017,10,17,20,6.2
NO,ug m-3,17/10/2017,2017,10,17,21,16.3
NO,ug m-3,17/10/2017,2017,10,17,22,49.2
NO,ug m-3,17/10/2017,2017,10,17,23,34.5
NO,ug m-3,18/10/2017,2017,10,18,0,27.2
NO,ug m-3,18/10/2017,2017,10,18,1,2.7
NO,ug m-3,18/10/2017,2017,10,18,2,1.8
NO,ug m-3,18/10/2017,2017,10,18,3,2.4
NO,ug m-3,18/10/2017,2017,10,18,4,4.4
NO,ug m-3,18/10/2017,2017,10,18,5,12.0
NO,ug m-3,18/10/2017,2017,10,18,6,19.0
NO,ug m-3,18/10/2017,2017,10,18,7,20.9
NO,ug m-3,18/10/2017,2017,10,18,8,22.6
NO,ug m-3,18/10/2017,2017,10,18,9,30.8
NO,ug m-3,18/10/2017,2017,10,18,10,32.3
NO,ug m-3,18/10/2017,2017,10,18,11,47.1
NO,ug m-3,18/10/2017,2017,10,18,12,60.5
NO,ug m-3,18/10/2017,2017,10,18,13,53.3
NO,ug m-3,18/10/2017,2017,10,18,14,59.9
NO,ug m-3,18/10/2017,2017,10,18,15,70.8
NO,ug m-3,18/10/2017,2017,10,18,16,78.5
NO,ug m-3,18/10/2017,2017,10,18,17,85.5
NO,ug m-3,18/10/2017,2017,10,18,18,61.8
NO,ug m-3,18/10/2017,2017,10,18,19,56.5
NO,ug m-3,18/10/2017,2017,10,18,20,37.7
NO,ug m-3,18/10/2017,2017,10,18,21,20.3
NO,ug m-3,18/10/2017,2017,10,18,22,13.9
NO,ug m-3,18/10/2017,2017,10,18,23,4.2
NO,ug m-3,19/10/2017,2017,10,19,0,2.0
NO,ug m-3,19/10/2017,2017,10,19,1,1.6
NO,ug m-3,19/10/2017,2017,10,19,2,2.1
NO,ug m-3,19/10/2017,2017,10,19,3,1.2
NO,ug m-3,19/10/2017,2017,10,19,4,5.1
NO,ug m-3,19/10/2017,2017,10,19,5,11.5
NO,ug m-3,19/10/2017,2017,10,19,6,30.1
NO,ug m-3,19/10/2017,2017,10,19,7,74.7
NO,ug m-3,19/10/2017,2017,10,19,8,71.0
NO,ug m-3,19/10/2017,2017,10,19,9,76.5
NO,ug m-3,19/10/2017,2017,10,19,10,58.8
NO,ug m-3,19/10/2017,2017,10,19,11,24.3
NO,ug m-3,19/10/2017,2017,10,19,12,13.7
NO,ug m-3,19/10/2017,2017,10,19,13,6.2
NO,ug m-3,19/10/2017,2017,10,19,14,6.1
NO,ug m-3,19/10/2017,2017,10,19,15,4.9
NO,ug m-3,19/10/2017,2017,10,19,16,2.7
NO,ug m-3,19/10/2017,2017,10,19,17,3.2
NO,ug m-3,19/10/2017,2017,10,19,18,4.3
NO,ug m-3,19/10/2017,2017,10,19,19,2.0
NO,ug m-3,19/10/2017,2017,10,19,20,0.9
NO,ug m-3,19/10/2017,2017,10,19,21,1.5
NO,ug m-3,19/10/2017,2017,10,19,22,0.4
NO,ug m-3,19/10/2017,2017,10,19,23,0.6
NO,ug m-3,20/10/2017,2017,10,20,0,0.7
NO,ug m-3,20/10/2017,2017,10,20,1,0.8
NO,ug m-3,20/10/2017,2017,10,20,2,0.5
NO,ug m-3,20/10/2017,2017,10,20,3,0.9
NO,ug m-3,20/10/2017,2017,10,20,4,0.8
NO,ug m-3,20/10/2017,2017,10,20,5,1.9
NO,ug m-3,20/10/2017,2017,10,20,6,3.3
NO,ug m-3,20/10/2017,2017,10,20,7,9.5
NO,ug m-3,20/10/2017,2017,10,20,8,7.3
NO,ug m-3,20/10/2017,2017,10,20,9,7.4
NO,ug m-3,20/10/2017,2017,10,20,10,7.7
NO,ug m-3,20/10/2017,2017,10,20,11,6.5
NO,ug m-3,20/10/2017,2017,10,20,12,4.7
NO,ug m-3,20/10/2017,2017,10,20,13,6.4
NO,ug m-3,20/10/2017,2017,10,20,14,3.9
NO,ug m-3,20/10/2017,2017,10,20,15,3.9
NO,ug m-3,20/10/2017,2017,10,20,16,3.1
NO,ug m-3,20/10/2017,2017,10,20,17,4.8
NO,ug m-3,20/10/2017,2017,10,20,18,5.3
NO,ug m-3,20/10/2017,2017,10,20,19,4.5
NO,ug m-3,20/10/2017,2017,10,20,20,5.1
NO,ug m-3,20/10/2017,2017,10,20,21,3.9
NO,ug m-3,20/10/2017,2017,10,20,22,0.8
NO,ug m-3,20/10/2017,2017,10,20,23,0.5
NO,ug m-3,21/10/2017,2017,10,21,0,0.4
NO,ug m-3,21/10/2017,2017,10,21,1,1.1
NO,ug m-3,21/10/2017,2017,10,21,2,0.7
NO,ug m-3,21/10/2017,2017,10,21,3,0.5
NO,ug m-3,21/10/2017,2017,10,21,4,0.6
NO,ug m-3,21/10/2017,2017,10,21,5,0.5
NO,ug m-3,21/10/2017,2017,10,21,6,0.5
NO,ug m-3,21/10/2017,2017,10,21,7,1.2
NO,ug m-3,21/10/2017,2017,10,21,8,1.9
NO,ug m-3,21/10/2017,2017,10,21,9,2.7
NO,ug m-3,21/10/2017,2017,10,21,10,3.2
NO,ug m-3,21/10/2017,2017,10,21,11,2.1
NO,ug m-3,21/10/2017,2017,10,21,12,1.8
NO,ug m-3,21/10/2017,2017,10,21,13,1.9
NO,ug m-3,21/10/2017,2017,10,21,14,1.1
NO,ug m-3,21/10/2017,2017,10,21,15,1.4
NO,ug m-3,21/10/2017,2017,10,21,16,0.9
NO,ug m-3,21/10/2017,2017,10,21,17,1.1
NO,ug m-3,21/10/2017,2017,10,21,18,0.8
NO,ug m-3,21/10/2017,2017,10,21,19,0.7
NO,ug m-3,21/10/2017,2017,10,21,20,0.2
NO,ug m-3,21/10/2017,2017,10,21,21,1.4
NO,ug m-3,21/10/2017,2017,10,21,22,0.7
NO,ug m-3,21/10/2017,2017,10,21,23,1.3
NO,ug m-3,22/10/2017,2017,10,22,0,0.9
NO,ug m-3,22/10/2017,2017,10,22,1,1.2
NO,ug m-3,22/10/2017,2017,10,22,2,0.7
NO,ug m-3,22/10/2017,2017,10,22,3,0.8
NO,ug m-3,22/10/2017,2017,10,22,4,1.5
NO,ug m-3,22/10/2017,2017,10,22,5,1.2
NO,ug m-3,22/10/2017,2017,10,22,6,1.5
NO,ug m-3,22/10/2017,2017,10,22,7,1.3
NO,ug m-3,22/10/2017,2017,10,22,8,2.2
NO,ug m-3,22/10/2017,2017,10,22,9,2.8
NO,ug m-3,22/10/2017,2017,10,22,10,2.7
NO,ug m-3,22/10/2017,2017,10,22,11,2.1
NO,ug m-3,22/10/2017,2017,10,22,12,2.8
NO,ug m-3,22/10/2017,2017,10,22,13,3.8
NO,ug m-3,22/10/2017,2017,10,22,14,3.8
NO,ug m-3,22/10/2017,2017,10,22,15,4.0
NO,ug m-3,22/10/2017,2017,10,22,16,2.2
NO,ug m-3,22/10/2017,2017,10,22,17,2.5
NO,ug m-3,22/10/2017,2017,10,22,18,3.2
NO,ug m-3,22/10/2017,2017,10,22,19,2.1
NO,ug m-3,22/10/2017,2017,10,22,20,2.5
NO,ug m-3,22/10/2017,2017,10,22,21,2.4
NO,ug m-3,22/10/2017,2017,10,22,22,1.9
NO,ug m-3,22/10/2017,2017,10,22,23,0.8
NO,ug m-3,23/10/2017,2017,10,23,0,0.8
NO,ug m-3,23/10/2017,2017,10,23,1,0.8
NO,ug m-3,23/10/2017,2017,10,23,2,0.7
NO,ug m-3,23/10/2017,2017,10,23,3,1.0
NO,ug m-3,23/10/2017,2017,10,23,4,1.7
NO,ug m-3,23/10/2017,2017,10,23,5,2.7
NO,ug m-3,23/10/2017,2017,10,23,6,8.2
NO,ug m-3,23/10/2017,2017,10,23,7,12.7
NO,ug m-3,23/10/2017,2017,10,23,8,16.6
NO,ug m-3,23/10/2017,2017,10,23,9,8.4
NO,ug m-3,23/10/2017,2017,10,23,10,9.5
NO,ug m-3,23/10/2017,2017,10,23,11,5.9
NO,ug m-3,23/10/2017,2017,10,23,12,6.5
NO,ug m-3,23/10/2017,2017,10,23,13,6.6
NO,ug m-3,23/10/2017,2017,10,23,14,5.3
NO,ug m-3,23/10/2017,2017,10,23,15,5.1
NO,ug m-3,23/10/2017,2017,10,23,16,4.8
NO,ug m-3,23/10/2017,2017,10,23,17,3.8
NO,ug m-3,23/10/2017,2017,10,23,18,3.9
NO,ug m-3,23/10/2017,2017,10,23,19,2.9
NO,ug m-3,23/10/2017,2017,10,23,20,4.3
NO,ug m-3,23/10/2017,2017,10,23,21,3.0
NO,ug m-3,23/10/2017,2017,10,23,22,1.4
NO,ug m-3,23/10/2017,2017,10,23,23,1.6
NO,ug m-3,24/10/2017,2017,10,24,0,1.5
NO,ug m-3,24/10/2017,2017,10,24,1,1.3
NO,ug m-3,24/10/2017,2017,10,24,2,1.0
NO,ug m-3,24/10/2017,2017,10,24,3,0.9
NO,ug m-3,24/10/2017,2017,10,24,4,2.5
NO,ug m-3,24/10/2017,2017,10,24,5,2.7
NO,ug m-3,24/10/2017,2017,10,24,6,6.3
NO,ug m-3,24/10/2017,2017,10,24,7,7.8
NO,ug m-3,24/10/2017,2017,10,24,8,7.2
NO,ug m-3,24/10/2017,2017,10,24,9,5.6
NO,ug m-3,24/10/2017,2017,10,24,10,5.5
NO,ug m-3,24/10/2017,2017,10,24,11,4.8
NO,ug m-3,24/10/2017,2017,10,24,12,4.6
NO,ug m-3,24/10/2017,2017,10,24,13,4.1
NO,ug m-3,24/10/2017,2017,10,24,14,3.7
NO,ug m-3,24/10/2017,2017,10,24,15,2.8
NO,ug m-3,24/10/2017,2017,10,24,16,2.1
NO,ug m-3,24/10/2017,2017,10,24,17,2.2
NO,ug m-3,24/10/2017,2017,10,24,18,2.2
NO,ug m-3,24/10/2017,2017,10,24,19,1.5
NO,ug m-3,24/10/2017,2017,10,24,20,1.1
NO,ug m-3,24/10/2017,2017,10,24,21,1.4
NO,ug m-3,24/10/2017,2017,10,24,22,1.5
NO,ug m-3,24/10/2017,2017,10,24,23,1.0
NO,ug m-3,25/10/2017,2017,10,25,0,0.6
NO,ug m-3,25/10/2017,2017,10,25,1,0.8
NO,ug m-3,25/10/2017,2017,10,25,2,0.5
NO,ug m-3,25/10/2017,2017,10,25,3,0.9
NO,ug m-3,25/10/2017,2017,10,25,4,1.3
NO,ug m-3,25/10/2017,2017,10,25,5,2.8
NO,ug m-3,25/10/2017,2017,10,25,6,3.2
NO,ug m-3,25/10/2017,2017,10,25,7,10.7
NO,ug m-3,25/10/2017,2017,10,25,8,12.1
NO,ug m-3,25/10/2017,2017,10,25,9,28.6
NO,ug m-3,25/10/2017,2017,10,25,10,21.2
NO,ug m-3,25/10/2017,2017,10,25,11,13.5
NO,ug m-3,25/10/2017,2017,10,25,12,12.8
NO,ug m-3,25/10/2017,2017,10,25,13,12.7
NO,ug m-3,25/10/2017,2017,10,25,14,22.9
NO,ug m-3,25/10/2017,2017,10,25,15,7.9
NO,ug m-3,25/10/2017,2017,10,25,16,8.1
NO,ug m-3,25/10/2017,2017,10,25,17,27.9
NO,ug m-3,25/10/2017,2017,10,25,18,30.3
NO,ug m-3,25/10/2017,2017,10,25,19,30.3
NO,ug m-3,25/10/2017,2017,10,25,20,18.1
NO,ug m-3,25/10/2017,2017,10,25,21,11.1
NO,ug m-3,25/10/2017,2017,10,25,22,20.1
NO,ug m-3,25/10/2017,2017,10,25,23,32.3
NO,ug m-3,26/10/2017,2017,10,26,0,21.3
NO,ug m-3,26/10/2017,2017,10,26,1,4.0
NO,ug m-3,26/10/2017,2017,10,26,2,3.2
NO,ug m-3,26/10/2017,2017,10,26,3,10.7
NO,ug m-3,26/10/2017,2017,10,26,4,4.7
NO,ug m-3,26/10/2017,2017,10,26,5,5.9
NO,ug m-3,26/10/2017,2017,10,26,6,11.4
NO,ug m-3,26/10/2017,2017,10,26,7,14.9
NO,ug m-3,26/10/2017,2017,10,26,8,31.7
NO,ug m-3,26/10/2017,2017,10,26,9,32.1
NO,ug m-3,26/10/2017,2017,10,26,10,40.3
NO,ug m-3,26/10/2017,2017,10,26,11,37.8
NO,ug m-3,26/10/2017,2017,10,26,12,33.5
NO,ug m-3,26/10/2017,2017,10,26,13,51.3
NO,ug m-3,26/10/2017,2017,10,26,14,51.0
NO,ug m-3,26/10/2017,2017,10,26,15,37.7
NO,ug m-3,26/10/2017,2017,10,26,16,23.6
NO,ug m-3,26/10/2017,2017,10,26,17,24.9
NO,ug m-3,26/10/2017,2017,10,26,18,16.0
NO,ug m-3,26/10/2017,2017,10,26,19,13.4
NO,ug m-3,26/10/2017,2017,10,26,20,19.9
NO,ug m-3,26/10/2017,2017,10,26,21,14.1
NO,ug m-3,26/10/2017,2017,10,26,22,8.7
NO,ug m-3,26/10/2017,2017,10,26,23,13.0
NO,ug m-3,27/10/2017,2017,10,27,0,11.1
NO,ug m-3,27/10/2017,2017,10,27,1,29.1
NO,ug m-3,27/10/2017,2017,10,27,2,23.1
NO,ug m-3,27/10/2017,2017,10,27,3,13.8
NO,ug m-3,27/10/2017,2017,10,27,4,10.5
NO,ug m-3,27/10/2017,2017,10,27,5,17.9
NO,ug m-3,27/10/2017,2017,10,27,6,25.1
NO,ug m-3,27/10/2017,2017,10,27,7,33.3
NO,ug m-3,27/10/2017,2017,10,27,8,27.0
NO,ug m-3,27/10/2017,2017,10,27,9,22.7
NO,ug m-3,27/10/2017,2017,10,27,10,15.2
NO,ug m-3,27/10/2017,2017,10,27,11,13.3
NO,ug m-3,27/10/2017,2017,10,27,12,14.6
NO,ug m-3,27/10/2017,2017,10,27,13,9.7
NO,ug m-3,27/10/2017,2017,10,27,14,10.0
NO,ug m-3,27/10/2017,2017,10,27,15,15.1
NO,ug m-3,27/10/2017,2017,10,27,16,10.8
NO,ug m-3,27/10/2017,2017,10,27,17,14.1
NO,ug m-3,27/10/2017,2017,10,27,18,11.9
NO,ug m-3,27/10/2017,2017,10,27,19,17.7
NO,ug m-3,27/10/2017,2017,10,27,20,35.5
NO,ug m-3,27/10/2017,2017,10,27,21,63.1
NO,ug m-3,27/10/2017,2017,10,27,22,54.6
NO,ug m-3,27/10/2017,2017,10,27,23,41.1
NO,ug m-3,28/10/2017,2017,10,28,0,27.8
NO,ug m-3,28/10/2017,2017,10,28,1,15.6
NO,ug m-3,28/10/2017,2017,10,28,2,11.8
NO,ug m-3,28/10/2017,2017,10,28,3,5.9
NO,ug m-3,28/10/2017,2017,10,28,4,7.0
NO,ug m-3,28/10/2017,2017,10,28,5,7.1
NO,ug m-3,28/10/2017,2017,10,28,6,6.0
NO,ug m-3,28/10/2017,2017,10,28,7,11.0
NO,ug m-3,28/10/2017,2017,10,28,8,19.3
NO,ug m-3,28/10/2017,2017,10,28,9,19.2
NO,ug m-3,28/10/2017,2017,10,28,10,17.6
NO,ug m-3,28/10/2017,2017,10,28,11,13.7
NO,ug m-3,28/10/2017,2017,10,28,12,14.8
NO,ug m-3,28/10/2017,2017,10,28,13,8.6
NO,ug m-3,28/10/2017,2017,10,28,14,6.9
NO,ug m-3,28/10/2017,2017,10,28,15,5.1
NO,ug m-3,28/10/2017,2017,10,28,16,4.1
NO,ug m-3,28/10/2017,2017,10,28,17,4.5
NO,ug m-3,28/10/2017,2017,10,28,18,6.7
NO,ug m-3,28/10/2017,2017,10,28,19,7.8
NO,ug m-3,28/10/2017,2017,10,28,20,4.9
NO,ug m-3,28/10/2017,2017,10,28,21,3.2
NO,ug m-3,28/10/2017,2017,10,28,22,3.6
NO,ug m-3,28/10/2017,2017,10,28,23,3.6
NO,ug m-3,29/10/2017,2017,10,29,0,2.1
NO,ug m-3,29/10/2017,2017,10,29,1,1.9
NO,ug m-3,29/10/2017,2017,10,29,2,1.8
NO,ug m-3,29/10/2017,2017,10,29,3,1.4
NO,ug m-3,29/10/2017,2017,10,29,4,1.8
NO,ug m-3,29/10/2017,2017,10,29,5,2.5
NO,ug m-3,29/10/2017,2017,10,29,6,2.4
NO,ug m-3,29/10/2017,2017,10,29,7,2.2
NO,ug m-3,29/10/2017,2017,10,29,8,2.2
NO,ug m-3,29/10/2017,2017,10,29,9,1.8
NO,ug m-3,29/10/2017,2017,10,29,10,2.8
NO,ug m-3,29/10/2017,2017,10,29,11,3.3
NO,ug m-3,29/10/2017,2017,10,29,12,3.8
NO,ug m-3,29/10/2017,2017,10,29,13,3.2
NO,ug m-3,29/10/2017,2017,10,29,14,3.1
NO,ug m-3,29/10/2017,2017,10,29,15,3.3
NO,ug m-3,29/10/2017,2017,10,29,16,3.3
NO,ug m-3,29/10/2017,2017,10,29,17,2.5
NO,ug m-3,29/10/2017,2017,10,29,18,5.1
NO,ug m-3,29/10/2017,2017,10,29,19,4.7
NO,ug m-3,29/10/2017,2017,10,29,20,3.7
NO,ug m-3,29/10/2017,2017,10,29,21,3.3
NO,ug m-3,29/10/2017,2017,10,29,22,4.1
NO,ug m-3,29/10/2017,2017,10,29,23,8.7
NO,ug m-3,30/10/2017,2017,10,30,0,2.4
NO,ug m-3,30/10/2017,2017,10,30,1,27.8
NO,ug m-3,30/10/2017,2017,10,30,2,4.3
NO,ug m-3,30/10/2017,2017,10,30,3,2.1
NO,ug m-3,30/10/2017,2017,10,30,4,5.1
NO,ug m-3,30/10/2017,2017,10,30,5,5.6
NO,ug m-3,30/10/2017,2017,10,30,6,11.9
NO,ug m-3,30/10/2017,2017,10,30,7,20.6
NO,ug m-3,30/10/2017,2017,10,30,8,48.0
NO,ug m-3,30/10/2017,2017,10,30,9,65.4
NO,ug m-3,30/10/2017,2017,10,30,10,40.0
NO,ug m-3,30/10/2017,2017,10,30,11,33.5
NO,ug m-3,30/10/2017,2017,10,30,12,19.1
NO,ug m-3,30/10/2017,2017,10,30,13,14.6
NO,ug m-3,30/10/2017,2017,10,30,14,11.1
NO,ug m-3,30/10/2017,2017,10,30,15,13.3
NO,ug m-3,30/10/2017,2017,10,30,16,8.8
NO,ug m-3,30/10/2017,2017,10,30,17,21.2
NO,ug m-3,30/10/2017,2017,10,30,18,39.0
NO,ug m-3,30/10/2017,2017,10,30,19,83.9
NO,ug m-3,30/10/2017,2017,10,30,20,70.7
NO,ug m-3,30/10/2017,2017,10,30,21,94.9
NO,ug m-3,30/10/2017,2017,10,30,22,74.6
NO,ug m-3,30/10/2017,2017,10,30,23,41.5
NO,ug m-3,31/10/2017,2017,10,31,0,17.3
NO,ug m-3,31/10/2017,2017,10,31,1,4.6
NO,ug m-3,31/10/2017,2017,10,31,2,2.6
NO,ug m-3,31/10/2017,2017,10,31,3,2.1
NO,ug m-3,31/10/2017,2017,10,31,4,2.6
NO,ug m-3,31/10/2017,2017,10,31,5,2.8
NO,ug m-3,31/10/2017,2017,10,31,6,4.5
NO,ug m-3,31/10/2017,2017,10,31,7,9.8
NO,ug m-3,31/10/2017,2017,10,31,8,14.8
NO,ug m-3,31/10/2017,2017,10,31,9,16.0
NO,ug m-3,31/10/2017,2017,10,31,10,
NO,ug m-3,31/10/2017,2017,10,31,11,
NO,ug m-3,31/10/2017,2017,10,31,12,0.7
NO,ug m-3,31/10/2017,2017,10,31,13,-1.9
NO,ug m-3,31/10/2017,2017,10,31,14,-0.1
NO,ug m-3,31/10/2017,2017,10,31,15,2.0
NO,ug m-3,31/10/2017,2017,10,31,16,2.4
NO,ug m-3,31/10/2017,2017,10,31,17,3.4
NO,ug m-3,31/10/2017,2017,10,31,18,3.6
NO,ug m-3,31/10/2017,2017,10,31,19,5.4
NO,ug m-3,31/10/2017,2017,10,31,20,4.8
NO,ug m-3,31/10/2017,2017,10,31,21,3.5
NO,ug m-3,31/10/2017,2017,10,31,22,3.1
NO,ug m-3,31/10/2017,2017,10,31,23,3.8
NO,ug m-3,01/11/2017,2017,11,01,0,2.9
NO,ug m-3,01/11/2017,2017,11,01,1,1.7
NO,ug m-3,01/11/2017,2017,11,01,2,0.6
NO,ug m-3,01/11/2017,2017,11,01,3,0.5
NO,ug m-3,01/11/2017,2017,11,01,4,3.7
NO,ug m-3,01/11/2017,2017,11,01,5,4.1
NO,ug m-3,01/11/2017,2017,11,01,6,11.9
NO,ug m-3,01/11/2017,2017,11,01,7,21.4
NO,ug m-3,01/11/2017,2017,11,01,8,42.0
NO,ug m-3,01/11/2017,2017,11,01,9,45.8
NO,ug m-3,01/11/2017,2017,11,01,10,
NO,ug m-3,01/11/2017,2017,11,01,11,18.6
NO,ug m-3,01/11/2017,2017,11,01,12,11.3
NO,ug m-3,01/11/2017,2017,11,01,13,
