Species,Units,Date,Year,Month,Day,Time,Value
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,15,60.3
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,16,57.0
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,17,59.6
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,18,73.1
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,19,78.3
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,20,87.4
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,21,83.0
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,22,93.0
NOX,ug m-3 as NO2,11/12/2017,2017,12,11,23,97.8
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,0,87.4
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,1,82.9
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,2,80.5
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,3,93.8
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,4,88.8
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,5,104.1
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,6,210.7
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,7,174.5
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,8,197.60001
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,9,234.89999
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,10,273.39999
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,11,224.7
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,12,200.7
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,13,139.39999
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,14,113.0
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,15,119.1
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,16,115.8
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,17,130.5
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,18,103.0
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,19,82.5
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,20,74.1
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,21,58.1
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,22,46.5
NOX,ug m-3 as NO2,12/12/2017,2017,12,12,23,34.3
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,0,22.2
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,1,14.9
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,2,17.1
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,3,17.4
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,4,26.5
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,5,45.9
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,6,74.2
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,7,105.6
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,8,101.8
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,9,100.6
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,10,81.5
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,11,76.4
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,12,69.5
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,13,68.8
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,14,55.1
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,15,68.0
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,16,92.0
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,17,97.9
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,18,93.3
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,19,77.8
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,20,57.2
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,21,42.3
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,22,39.4
NOX,ug m-3 as NO2,13/12/2017,2017,12,13,23,44.1
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,0,38.4
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,1,23.7
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,2,20.0
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,3,22.1
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,4,16.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,5,20.2
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,6,31.8
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,7,53.6
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,8,73.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,9,87.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,10,63.2
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,11,72.1
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,12,80.5
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,13,87.4
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,14,77.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,15,68.0
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,16,73.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,17,83.9
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,18,82.3
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,19,76.4
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,20,74.7
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,21,67.0
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,22,86.0
NOX,ug m-3 as NO2,14/12/2017,2017,12,14,23,101.6
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,0,99.9
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,1,60.3
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,2,47.8
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,3,45.4
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,4,33.8
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,5,40.6
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,6,90.8
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,7,78.0
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,8,95.3
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,9,94.7
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,10,101.9
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,11,104.2
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,12,103.4
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,13,90.1
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,14,72.0
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,15,81.9
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,16,95.0
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,17,84.0
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,18,73.8
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,19,66.4
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,20,57.0
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,21,57.6
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,22,74.1
NOX,ug m-3 as NO2,15/12/2017,2017,12,15,23,89.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,0,81.5
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,1,75.2
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,2,73.0
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,3,61.2
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,4,50.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,5,55.0
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,6,62.3
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,7,73.4
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,8,92.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,9,92.5
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,10,84.5
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,11,90.0
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,12,110.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,13,75.9
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,14,81.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,15,88.1
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,16,85.7
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,17,82.9
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,18,88.6
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,19,77.7
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,20,101.0
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,21,80.9
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,22,85.7
NOX,ug m-3 as NO2,16/12/2017,2017,12,16,23,88.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,0,99.9
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,1,116.1
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,2,142.3
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,3,102.8
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,4,84.9
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,5,106.9
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,6,94.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,7,99.3
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,8,57.8
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,9,121.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,10,144.8
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,11,125.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,12,109.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,13,63.3
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,14,52.1
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,15,39.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,16,40.4
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,17,48.1
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,18,45.6
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,19,48.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,20,63.9
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,21,75.9
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,22,75.2
NOX,ug m-3 as NO2,17/12/2017,2017,12,17,23,45.3
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,0,37.7
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,1,28.1
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,2,26.0
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,3,24.4
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,4,25.9
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,5,38.5
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,6,51.0
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,7,75.2
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,8,91.5
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,9,107.1
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,10,143.89999
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,11,127.8
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,12,151.3
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,13,111.6
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,14,102.8
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,15,127.2
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,16,133.10001
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,17,152.39999
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,18,154.10001
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,19,331.79999
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,20,309.0
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,21,254.5
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,22,403.20001
NOX,ug m-3 as NO2,18/12/2017,2017,12,18,23,375.70001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,0,417.10001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,1,263.5
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,2,163.7
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,3,147.39999
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,4,143.10001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,5,141.3
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,6,168.8
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,7,170.3
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,8,173.10001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,9,129.5
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,10,172.2
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,11,234.2
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,12,254.2
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,13,219.10001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,14,152.5
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,15,143.2
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,16,157.8
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,17,130.39999
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,18,162.5
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,19,154.3
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,20,152.89999
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,21,148.7
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,22,132.60001
NOX,ug m-3 as NO2,19/12/2017,2017,12,19,23,120.1
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,0,103.4
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,1,92.0
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,2,73.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,3,52.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,4,50.1
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,5,54.1
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,6,65.8
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,7,83.1
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,8,103.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,9,131.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,10,138.0
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,11,175.0
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,12,197.8
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,13,198.39999
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,14,184.5
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,15,223.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,16,256.89999
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,17,213.39999
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,18,171.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,19,119.1
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,20,110.7
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,21,114.4
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,22,116.3
NOX,ug m-3 as NO2,20/12/2017,2017,12,20,23,112.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,0,120.9
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,1,66.0
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,2,58.6
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,3,57.0
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,4,52.6
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,5,75.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,6,88.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,7,100.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,8,128.7
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,9,128.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,10,125.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,11,113.6
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,12,94.7
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,13,87.2
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,14,92.2
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,15,95.3
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,16,85.0
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,17,74.3
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,18,81.4
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,19,80.3
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,20,73.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,21,75.3
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,22,63.8
NOX,ug m-3 as NO2,21/12/2017,2017,12,21,23,52.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,0,52.5
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,1,36.5
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,2,36.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,3,33.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,4,33.8
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,5,37.9
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,6,54.9
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,7,83.7
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,8,129.2
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,9,158.39999
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,10,126.1
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,11,118.6
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,12,116.0
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,13,107.2
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,14,83.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,15,97.0
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,16,96.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,17,117.7
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,18,98.8
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,19,65.3
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,20,52.5
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,21,50.3
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,22,52.4
NOX,ug m-3 as NO2,22/12/2017,2017,12,22,23,56.0
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,0,53.7
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,1,20.4
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,2,18.6
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,3,23.1
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,4,19.4
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,5,16.2
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,6,19.6
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,7,23.5
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,8,21.0
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,9,31.6
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,10,30.1
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,11,34.6
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,12,31.5
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,13,29.8
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,14,29.4
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,15,34.1
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,16,33.9
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,17,29.2
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,18,28.8
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,19,33.3
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,20,31.3
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,21,32.6
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,22,33.2
NOX,ug m-3 as NO2,23/12/2017,2017,12,23,23,26.3
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,0,15.4
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,1,15.7
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,2,13.3
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,3,13.2
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,4,14.8
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,5,15.8
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,6,15.8
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,7,19.1
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,8,16.5
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,9,15.7
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,10,21.6
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,11,23.1
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,12,19.7
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,13,20.4
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,14,21.0
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,15,20.9
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,16,23.3
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,17,22.1
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,18,17.2
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,19,18.5
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,20,15.7
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,21,15.0
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,22,11.0
NOX,ug m-3 as NO2,24/12/2017,2017,12,24,23,11.4
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,0,10.7
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,1,9.7
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,2,9.6
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,3,6.0
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,4,7.2
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,5,7.9
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,6,10.8
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,7,13.5
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,8,17.2
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,9,18.4
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,10,19.4
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,11,17.4
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,12,18.8
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,13,15.2
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,14,15.3
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,15,13.1
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,16,12.5
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,17,12.3
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,18,11.9
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,19,11.0
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,20,9.5
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,21,9.9
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,22,8.8
NOX,ug m-3 as NO2,25/12/2017,2017,12,25,23,11.9
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,0,12.5
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,1,10.7
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,2,10.1
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,3,9.1
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,4,10.8
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,5,12.4
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,6,20.5
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,7,25.3
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,8,22.6
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,9,26.0
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,10,24.1
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,11,21.0
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,12,22.2
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,13,27.0
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,14,37.5
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,15,33.0
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,16,46.3
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,17,43.0
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,18,35.1
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,19,49.4
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,20,40.7
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,21,39.8
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,22,36.2
NOX,ug m-3 as NO2,26/12/2017,2017,12,26,23,22.6
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,0,13.2
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,1,12.4
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,2,13.8
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,3,18.5
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,4,21.3
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,5,29.6
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,6,16.9
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,7,24.0
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,8,20.8
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,9,26.4
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,10,32.3
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,11,37.4
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,12,36.1
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,13,38.1
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,14,45.4
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,15,49.3
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,16,50.2
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,17,46.0
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,18,66.5
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,19,62.3
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,20,48.7
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,21,55.8
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,22,50.6
NOX,ug m-3 as NO2,27/12/2017,2017,12,27,23,49.3
NOX,ug m-3 as NO2,28/12/2017,2017,12,28,0,58.1
NOX,ug m-3 as NO2,28/12/2017,2017,12,28,1,44.2
NOX,ug m-3 as NO2,28/12/2017,2017,12,28,2,45.4
NOX,ug m-3 as NO2,28/12/2017,2017,12,28,3,46.1
NOX,ug m-3 as NO2,28/12/2017,2017,12,28,4,43.0
