Species,Units,Date,Year,Month,Day,Time,Value,Weekday
NOX,ug m-3 as NO2,10/11/2017,2017,11,10,21,212.70000000000002,FRI
NOX,ug m-3 as NO2,10/11/2017,2017,11,10,22,175.5,FRI
NOX,ug m-3 as NO2,10/11/2017,2017,11,10,23,169.2,FRI
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,0,23.9,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,1,19.1,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,2,13.5,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,3,15.5,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,4,13.75,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,5,21.0,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,6,36.1,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,7,43.7,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,8,40.45,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,9,28.6,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,10,22.75,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,11,24.85,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,12,31.05,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,13,24.05,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,14,20.2,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,15,26.25,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,16,36.05,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,17,39.6,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,18,39.5,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,19,38.35,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,20,228.0,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,21,218.39999999999998,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,22,203.70000000000002,SAT
NOX,ug m-3 as NO2,11/11/2017,2017,11,11,23,207.0,SAT
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,0,57.6,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,1,46.8,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,2,43.6,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,3,30.7,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,4,17.75,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,5,17.95,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,6,20.5,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,7,22.25,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,8,16.7,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,9,14.25,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,10,15.5,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,11,15.55,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,12,13.5,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,13,12.95,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,14,13.95,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,15,15.15,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,16,21.7,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,17,20.4,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,18,19.25,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,19,17.35,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,20,90.9,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,21,93.0,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,22,79.5,SUN
NOX,ug m-3 as NO2,12/11/2017,2017,11,12,23,90.9,SUN
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,0,15.15,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,1,9.85,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,2,8.45,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,3,10.5,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,4,10.85,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,5,17.2,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,6,33.6,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,7,36.95,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,8,37.75,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,9,48.5,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,10,46.4,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,11,43.15,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,12,42.35,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,13,41.4,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,14,36.35,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,15,43.05,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,16,46.9,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,17,47.4,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,18,58.05,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,19,58.1,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,20,338.1,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,21,394.19997,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,22,367.79999999999995,MON
NOX,ug m-3 as NO2,13/11/2017,2017,11,13,23,255.0,MON
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,0,29.4,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,1,21.25,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,2,17.95,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,3,13.65,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,4,14.9,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,5,15.75,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,6,21.95,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,7,33.65,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,8,35.6,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,9,43.85,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,10,48.1,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,11,45.9,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,12,42.25,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,13,42.7,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,14,37.35,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,15,31.15,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,16,39.4,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,17,35.85,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,18,32.7,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,19,39.15,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,20,194.10000000000002,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,21,195.0,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,22,166.5,TUE
NOX,ug m-3 as NO2,14/11/2017,2017,11,14,23,129.0,TUE
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,0,21.25,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,1,17.4,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,2,13.35,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,3,13.4,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,4,16.3,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,5,20.5,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,6,26.15,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,7,45.55,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,8,56.5,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,9,85.4,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,10,98.25,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,11,107.449995,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,12,136.850005,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,13,112.65,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,14,84.5,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,15,81.550005,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,16,85.1,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,17,84.550005,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,18,87.25,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,19,74.35,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,20,360.6,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,21,317.1,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,22,418.80003,WED
NOX,ug m-3 as NO2,15/11/2017,2017,11,15,23,357.0,WED
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,0,58.9,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,1,45.85,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,2,29.4,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,3,17.55,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,4,20.65,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,5,21.65,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,6,28.1,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,7,36.5,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,8,45.55,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,9,44.75,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,10,39.9,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,11,31.35,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,12,34.65,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,13,32.95,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,14,34.2,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,15,38.5,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,16,32.9,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,17,20.05,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,18,25.5,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,19,27.4,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,20,163.5,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,21,151.5,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,22,152.7,THU
NOX,ug m-3 as NO2,16/11/2017,2017,11,16,23,173.7,THU
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,0,25.25,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,1,28.35,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,2,24.3,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,3,24.35,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,4,23.9,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,5,40.1,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,6,93.75,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,7,170.149995,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,8,206.949995,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,9,214.300005,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,10,153.100005,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,11,75.4,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,12,41.8,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,13,44.75,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,14,31.1,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,15,30.35,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,16,35.65,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,17,39.3,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,18,45.1,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,19,49.3,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,20,463.80003,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,21,654.9000000000001,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,22,555.30003,FRI
NOX,ug m-3 as NO2,17/11/2017,2017,11,17,23,411.59999999999997,FRI
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,0,44.5,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,1,39.35,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,2,31.85,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,3,26.6,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,4,17.6,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,5,17.35,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,6,18.9,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,7,21.6,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,8,23.85,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,9,28.3,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,10,29.7,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,11,26.05,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,12,33.35,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,13,31.8,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,14,40.8,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,15,44.0,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,16,26.25,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,17,31.95,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,18,39.6,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,19,42.5,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,20,256.20000000000005,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,21,226.5,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,22,173.10000000000002,SAT
NOX,ug m-3 as NO2,18/11/2017,2017,11,18,23,178.8,SAT
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,0,29.45,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,1,29.3,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,2,22.65,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,3,20.05,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,4,17.2,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,5,18.55,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,6,18.35,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,7,21.2,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,8,26.85,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,9,28.0,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,10,34.95,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,11,30.1,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,12,31.9,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,13,30.95,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,14,33.1,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,15,30.7,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,16,47.95,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,17,34.6,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,18,43.75,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,19,56.8,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,20,374.70000000000005,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,21,295.79999999999995,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,22,221.39999999999998,SUN
NOX,ug m-3 as NO2,19/11/2017,2017,11,19,23,132.89999999999998,SUN
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,0,23.15,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,1,16.1,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,2,15.35,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,3,12.45,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,4,15.65,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,5,18.8,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,6,22.5,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,7,28.55,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,8,29.4,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,9,28.7,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,10,28.8,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,11,24.85,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,12,24.1,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,13,22.15,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,14,25.1,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,15,28.6,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,16,29.15,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,17,27.25,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,18,24.6,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,19,20.7,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,20,113.10000000000001,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,21,121.19999999999999,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,22,117.60000000000001,MON
NOX,ug m-3 as NO2,20/11/2017,2017,11,20,23,90.30000000000001,MON
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,0,10.35,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,1,8.4,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,2,7.2,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,3,6.3,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,4,7.9,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,5,10.5,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,6,13.4,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,7,21.35,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,8,25.9,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,9,29.2,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,10,22.8,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,11,23.7,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,12,20.45,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,13,21.2,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,14,22.65,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,15,20.25,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,16,22.3,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,17,19.2,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,18,16.8,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,19,14.95,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,20,69.9,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,21,54.900000000000006,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,22,50.099999999999994,TUE
NOX,ug m-3 as NO2,21/11/2017,2017,11,21,23,44.400000000000006,TUE
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,0,6.75,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,1,4.7,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,2,4.1,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,3,4.0,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,4,5.5,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,5,6.7,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,6,11.05,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,7,15.35,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,8,18.85,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,9,17.2,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,10,14.5,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,11,12.7,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,12,14.05,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,13,11.3,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,14,12.95,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,15,14.5,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,16,16.7,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,17,16.75,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,18,14.5,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,19,9.15,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,20,41.099999999999994,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,21,36.599999999999994,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,22,32.099999999999994,WED
NOX,ug m-3 as NO2,22/11/2017,2017,11,22,23,29.099999999999998,WED
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,0,4.1,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,1,3.7,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,2,3.15,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,3,3.4,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,4,6.15,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,5,6.9,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,6,11.75,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,7,15.75,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,8,32.3,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,9,33.2,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,10,22.7,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,11,20.05,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,12,17.7,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,13,16.45,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,14,13.65,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,15,18.3,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,16,23.45,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,17,23.55,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,18,24.3,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,19,26.75,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,20,163.8,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,21,171.0,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,22,158.7,THU
NOX,ug m-3 as NO2,23/11/2017,2017,11,23,23,135.3,THU
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,0,25.05,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,1,20.2,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,2,18.0,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,3,23.25,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,4,24.8,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,5,27.25,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,6,41.4,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,7,50.7,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,8,103.15,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,9,65.300005,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,10,54.85,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,11,48.45,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,12,58.7,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,13,58.1,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,14,52.9,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,15,72.85,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,16,76.949995,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,17,75.300005,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,18,56.5,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,19,73.65,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,20,1204.5,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,21,1098.0,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,22,1359.60003,FRI
NOX,ug m-3 as NO2,24/11/2017,2017,11,24,23,1327.8000299999999,FRI
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,0,165.100005,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,1,164.800005,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,2,144.899995,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,3,155.5,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,4,123.1,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,5,115.4,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,6,106.15,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,7,59.3,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,8,72.65,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,9,97.699995,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,10,65.35,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,11,44.5,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,12,35.65,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,13,28.2,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,14,31.1,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,15,25.5,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,16,40.1,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,17,30.7,SAT
NOX,ug m-3 as NO2,25/11/2017,2017,11,25,18,40.15,SAT
