Species,Units,Date,Year,Month,Day,Time,Value,Weekday
NO2,ug m-3,03/08/2017,2017,8,3,22,35.400000000000006,THU
NO2,ug m-3,03/08/2017,2017,8,3,23,31.799999999999997,THU
NO2,ug m-3,04/08/2017,2017,8,4,0,4.6,FRI
NO2,ug m-3,04/08/2017,2017,8,4,1,3.9,FRI
NO2,ug m-3,04/08/2017,2017,8,4,2,3.9,FRI
NO2,ug m-3,04/08/2017,2017,8,4,3,4.7,FRI
NO2,ug m-3,04/08/2017,2017,8,4,4,6.2,FRI
NO2,ug m-3,04/08/2017,2017,8,4,5,7.4,FRI
NO2,ug m-3,04/08/2017,2017,8,4,6,13.95,FRI
NO2,ug m-3,04/08/2017,2017,8,4,7,12.25,FRI
NO2,ug m-3,04/08/2017,2017,8,4,8,15.9,FRI
NO2,ug m-3,04/08/2017,2017,8,4,9,11.55,FRI
NO2,ug m-3,04/08/2017,2017,8,4,10,13.0,FRI
NO2,ug m-3,04/08/2017,2017,8,4,11,16.05,FRI
NO2,ug m-3,04/08/2017,2017,8,4,12,11.65,FRI
NO2,ug m-3,04/08/2017,2017,8,4,13,11.35,FRI
NO2,ug m-3,04/08/2017,2017,8,4,14,11.25,FRI
NO2,ug m-3,04/08/2017,2017,8,4,15,9.7,FRI
NO2,ug m-3,04/08/2017,2017,8,4,16,11.4,FRI
NO2,ug m-3,04/08/2017,2017,8,4,17,9.7,FRI
NO2,ug m-3,04/08/2017,2017,8,4,18,10.9,FRI
NO2,ug m-3,04/08/2017,2017,8,4,19,11.4,FRI
NO2,ug m-3,04/08/2017,2017,8,4,20,75.0,FRI
NO2,ug m-3,04/08/2017,2017,8,4,21,83.1,FRI
NO2,ug m-3,04/08/2017,2017,8,4,22,104.10000000000001,FRI
NO2,ug m-3,04/08/2017,2017,8,4,23,126.89999999999999,FRI
NO2,ug m-3,05/08/2017,2017,8,5,0,20.35,SAT
NO2,ug m-3,05/08/2017,2017,8,5,1,13.8,SAT
NO2,ug m-3,05/08/2017,2017,8,5,2,17.3,SAT
NO2,ug m-3,05/08/2017,2017,8,5,3,13.4,SAT
NO2,ug m-3,05/08/2017,2017,8,5,4,13.75,SAT
NO2,ug m-3,05/08/2017,2017,8,5,5,14.95,SAT
NO2,ug m-3,05/08/2017,2017,8,5,6,18.9,SAT
NO2,ug m-3,05/08/2017,2017,8,5,7,24.7,SAT
NO2,ug m-3,05/08/2017,2017,8,5,8,20.6,SAT
NO2,ug m-3,05/08/2017,2017,8,5,9,13.85,SAT
NO2,ug m-3,05/08/2017,2017,8,5,10,14.65,SAT
NO2,ug m-3,05/08/2017,2017,8,5,11,15.8,SAT
NO2,ug m-3,05/08/2017,2017,8,5,12,10.5,SAT
NO2,ug m-3,05/08/2017,2017,8,5,13,11.8,SAT
NO2,ug m-3,05/08/2017,2017,8,5,14,7.8,SAT
NO2,ug m-3,05/08/2017,2017,8,5,15,9.1,SAT
NO2,ug m-3,05/08/2017,2017,8,5,16,11.05,SAT
NO2,ug m-3,05/08/2017,2017,8,5,17,12.55,SAT
NO2,ug m-3,05/08/2017,2017,8,5,18,12.2,SAT
NO2,ug m-3,05/08/2017,2017,8,5,19,15.55,SAT
NO2,ug m-3,05/08/2017,2017,8,5,20,98.39999999999999,SAT
NO2,ug m-3,05/08/2017,2017,8,5,21,114.89999999999999,SAT
NO2,ug m-3,05/08/2017,2017,8,5,22,131.10000000000002,SAT
NO2,ug m-3,05/08/2017,2017,8,5,23,147.3,SAT
NO2,ug m-3,06/08/2017,2017,8,6,0,17.35,SUN
NO2,ug m-3,06/08/2017,2017,8,6,1,11.8,SUN
NO2,ug m-3,06/08/2017,2017,8,6,2,13.65,SUN
NO2,ug m-3,06/08/2017,2017,8,6,3,13.25,SUN
NO2,ug m-3,06/08/2017,2017,8,6,4,13.95,SUN
NO2,ug m-3,06/08/2017,2017,8,6,5,13.05,SUN
NO2,ug m-3,06/08/2017,2017,8,6,6,11.1,SUN
NO2,ug m-3,06/08/2017,2017,8,6,7,10.0,SUN
NO2,ug m-3,06/08/2017,2017,8,6,8,7.0,SUN
NO2,ug m-3,06/08/2017,2017,8,6,9,5.65,SUN
NO2,ug m-3,06/08/2017,2017,8,6,10,3.8,SUN
NO2,ug m-3,06/08/2017,2017,8,6,11,4.15,SUN
NO2,ug m-3,06/08/2017,2017,8,6,12,3.35,SUN
NO2,ug m-3,06/08/2017,2017,8,6,13,3.8,SUN
NO2,ug m-3,06/08/2017,2017,8,6,14,3.8,SUN
NO2,ug m-3,06/08/2017,2017,8,6,15,4.85,SUN
NO2,ug m-3,06/08/2017,2017,8,6,16,5.9,SUN
NO2,ug m-3,06/08/2017,2017,8,6,17,6.25,SUN
NO2,ug m-3,06/08/2017,2017,8,6,18,8.15,SUN
NO2,ug m-3,06/08/2017,2017,8,6,19,7.6,SUN
NO2,ug m-3,06/08/2017,2017,8,6,20,52.199999999999996,SUN
NO2,ug m-3,06/08/2017,2017,8,6,21,44.7,SUN
NO2,ug m-3,06/08/2017,2017,8,6,22,49.800000000000004,SUN
NO2,ug m-3,06/08/2017,2017,8,6,23,51.0,SUN
NO2,ug m-3,07/08/2017,2017,8,7,0,6.65,MON
NO2,ug m-3,07/08/2017,2017,8,7,1,5.55,MON
NO2,ug m-3,07/08/2017,2017,8,7,2,4.95,MON
NO2,ug m-3,07/08/2017,2017,8,7,3,5.15,MON
NO2,ug m-3,07/08/2017,2017,8,7,4,7.6,MON
NO2,ug m-3,07/08/2017,2017,8,7,5,11.05,MON
NO2,ug m-3,07/08/2017,2017,8,7,6,12.85,MON
NO2,ug m-3,07/08/2017,2017,8,7,7,16.3,MON
NO2,ug m-3,07/08/2017,2017,8,7,8,14.15,MON
NO2,ug m-3,07/08/2017,2017,8,7,9,11.65,MON
NO2,ug m-3,07/08/2017,2017,8,7,10,11.15,MON
NO2,ug m-3,07/08/2017,2017,8,7,11,10.3,MON
NO2,ug m-3,07/08/2017,2017,8,7,12,8.95,MON
NO2,ug m-3,07/08/2017,2017,8,7,13,9.65,MON
NO2,ug m-3,07/08/2017,2017,8,7,14,8.65,MON
NO2,ug m-3,07/08/2017,2017,8,7,15,8.75,MON
NO2,ug m-3,07/08/2017,2017,8,7,16,9.75,MON
NO2,ug m-3,07/08/2017,2017,8,7,17,11.35,MON
NO2,ug m-3,07/08/2017,2017,8,7,18,15.8,MON
NO2,ug m-3,07/08/2017,2017,8,7,19,18.55,MON
NO2,ug m-3,07/08/2017,2017,8,7,20,140.7,MON
NO2,ug m-3,07/08/2017,2017,8,7,21,156.89999999999998,MON
NO2,ug m-3,07/08/2017,2017,8,7,22,159.3,MON
NO2,ug m-3,07/08/2017,2017,8,7,23,170.7,MON
NO2,ug m-3,08/08/2017,2017,8,8,0,24.5,TUE
NO2,ug m-3,08/08/2017,2017,8,8,1,14.8,TUE
NO2,ug m-3,08/08/2017,2017,8,8,2,12.55,TUE
NO2,ug m-3,08/08/2017,2017,8,8,3,15.25,TUE
NO2,ug m-3,08/08/2017,2017,8,8,4,15.1,TUE
NO2,ug m-3,08/08/2017,2017,8,8,5,16.15,TUE
NO2,ug m-3,08/08/2017,2017,8,8,6,16.45,TUE
NO2,ug m-3,08/08/2017,2017,8,8,7,19.6,TUE
NO2,ug m-3,08/08/2017,2017,8,8,8,22.2,TUE
NO2,ug m-3,08/08/2017,2017,8,8,9,19.5,TUE
NO2,ug m-3,08/08/2017,2017,8,8,10,18.25,TUE
NO2,ug m-3,08/08/2017,2017,8,8,11,17.7,TUE
NO2,ug m-3,08/08/2017,2017,8,8,12,17.05,TUE
NO2,ug m-3,08/08/2017,2017,8,8,13,18.2,TUE
NO2,ug m-3,08/08/2017,2017,8,8,14,18.85,TUE
NO2,ug m-3,08/08/2017,2017,8,8,15,17.75,TUE
NO2,ug m-3,08/08/2017,2017,8,8,16,15.8,TUE
NO2,ug m-3,08/08/2017,2017,8,8,17,14.75,TUE
NO2,ug m-3,08/08/2017,2017,8,8,18,14.45,TUE
NO2,ug m-3,08/08/2017,2017,8,8,19,16.25,TUE
NO2,ug m-3,08/08/2017,2017,8,8,20,108.30000000000001,TUE
NO2,ug m-3,08/08/2017,2017,8,8,21,103.19999999999999,TUE
NO2,ug m-3,08/08/2017,2017,8,8,22,122.39999999999999,TUE
NO2,ug m-3,08/08/2017,2017,8,8,23,112.19999999999999,TUE
NO2,ug m-3,09/08/2017,2017,8,9,0,15.35,WED
NO2,ug m-3,09/08/2017,2017,8,9,1,12.3,WED
NO2,ug m-3,09/08/2017,2017,8,9,2,12.4,WED
NO2,ug m-3,09/08/2017,2017,8,9,3,12.3,WED
NO2,ug m-3,09/08/2017,2017,8,9,4,17.0,WED
NO2,ug m-3,09/08/2017,2017,8,9,5,20.1,WED
NO2,ug m-3,09/08/2017,2017,8,9,6,23.4,WED
NO2,ug m-3,09/08/2017,2017,8,9,7,24.5,WED
NO2,ug m-3,09/08/2017,2017,8,9,8,30.85,WED
NO2,ug m-3,09/08/2017,2017,8,9,9,24.0,WED
NO2,ug m-3,09/08/2017,2017,8,9,10,22.35,WED
NO2,ug m-3,09/08/2017,2017,8,9,11,20.05,WED
NO2,ug m-3,09/08/2017,2017,8,9,12,19.5,WED
NO2,ug m-3,09/08/2017,2017,8,9,13,16.95,WED
NO2,ug m-3,09/08/2017,2017,8,9,14,14.8,WED
NO2,ug m-3,09/08/2017,2017,8,9,15,14.1,WED
NO2,ug m-3,09/08/2017,2017,8,9,16,12.7,WED
NO2,ug m-3,09/08/2017,2017,8,9,17,11.3,WED
NO2,ug m-3,09/08/2017,2017,8,9,18,13.25,WED
NO2,ug m-3,09/08/2017,2017,8,9,19,12.0,WED
NO2,ug m-3,09/08/2017,2017,8,9,20,72.30000000000001,WED
NO2,ug m-3,09/08/2017,2017,8,9,21,61.5,WED
NO2,ug m-3,09/08/2017,2017,8,9,22,59.699999999999996,WED
NO2,ug m-3,09/08/2017,2017,8,9,23,54.900000000000006,WED
NO2,ug m-3,10/08/2017,2017,8,10,0,7.15,THU
NO2,ug m-3,10/08/2017,2017,8,10,1,8.1,THU
NO2,ug m-3,10/08/2017,2017,8,10,2,6.75,THU
NO2,ug m-3,10/08/2017,2017,8,10,3,7.65,THU
NO2,ug m-3,10/08/2017,2017,8,10,4,7.65,THU
NO2,ug m-3,10/08/2017,2017,8,10,5,12.4,THU
NO2,ug m-3,10/08/2017,2017,8,10,6,15.9,THU
NO2,ug m-3,10/08/2017,2017,8,10,7,16.85,THU
NO2,ug m-3,10/08/2017,2017,8,10,8,14.35,THU
NO2,ug m-3,10/08/2017,2017,8,10,9,13.3,THU
NO2,ug m-3,10/08/2017,2017,8,10,10,14.4,THU
NO2,ug m-3,10/08/2017,2017,8,10,11,14.05,THU
NO2,ug m-3,10/08/2017,2017,8,10,12,14.25,THU
NO2,ug m-3,10/08/2017,2017,8,10,13,12.55,THU
NO2,ug m-3,10/08/2017,2017,8,10,14,12.75,THU
NO2,ug m-3,10/08/2017,2017,8,10,15,15.05,THU
NO2,ug m-3,10/08/2017,2017,8,10,16,11.1,THU
NO2,ug m-3,10/08/2017,2017,8,10,17,10.55,THU
NO2,ug m-3,10/08/2017,2017,8,10,18,14.55,THU
NO2,ug m-3,10/08/2017,2017,8,10,19,18.25,THU
NO2,ug m-3,10/08/2017,2017,8,10,20,142.8,THU
NO2,ug m-3,10/08/2017,2017,8,10,21,217.79999999999998,THU
NO2,ug m-3,10/08/2017,2017,8,10,22,174.3,THU
NO2,ug m-3,10/08/2017,2017,8,10,23,159.60000000000002,THU
NO2,ug m-3,11/08/2017,2017,8,11,0,29.7,FRI
NO2,ug m-3,11/08/2017,2017,8,11,1,26.0,FRI
NO2,ug m-3,11/08/2017,2017,8,11,2,24.05,FRI
NO2,ug m-3,11/08/2017,2017,8,11,3,26.35,FRI
NO2,ug m-3,11/08/2017,2017,8,11,4,24.85,FRI
NO2,ug m-3,11/08/2017,2017,8,11,5,21.35,FRI
NO2,ug m-3,11/08/2017,2017,8,11,6,24.75,FRI
NO2,ug m-3,11/08/2017,2017,8,11,7,25.85,FRI
NO2,ug m-3,11/08/2017,2017,8,11,8,28.55,FRI
NO2,ug m-3,11/08/2017,2017,8,11,9,22.3,FRI
NO2,ug m-3,11/08/2017,2017,8,11,10,14.15,FRI
NO2,ug m-3,11/08/2017,2017,8,11,11,12.45,FRI
NO2,ug m-3,11/08/2017,2017,8,11,12,10.1,FRI
NO2,ug m-3,11/08/2017,2017,8,11,13,9.0,FRI
NO2,ug m-3,11/08/2017,2017,8,11,14,9.65,FRI
NO2,ug m-3,11/08/2017,2017,8,11,15,13.65,FRI
NO2,ug m-3,11/08/2017,2017,8,11,16,18.35,FRI
NO2,ug m-3,11/08/2017,2017,8,11,17,16.1,FRI
NO2,ug m-3,11/08/2017,2017,8,11,18,12.45,FRI
NO2,ug m-3,11/08/2017,2017,8,11,19,11.9,FRI
NO2,ug m-3,11/08/2017,2017,8,11,20,64.80000000000001,FRI
NO2,ug m-3,11/08/2017,2017,8,11,21,54.300000000000004,FRI
NO2,ug m-3,11/08/2017,2017,8,11,22,48.900000000000006,FRI
NO2,ug m-3,11/08/2017,2017,8,11,23,45.900000000000006,FRI
NO2,ug m-3,12/08/2017,2017,8,12,0,7.7,SAT
NO2,ug m-3,12/08/2017,2017,8,12,1,6.35,SAT
NO2,ug m-3,12/08/2017,2017,8,12,2,5.1,SAT
NO2,ug m-3,12/08/2017,2017,8,12,3,4.75,SAT
NO2,ug m-3,12/08/2017,2017,8,12,4,6.7,SAT
NO2,ug m-3,12/08/2017,2017,8,12,5,8.5,SAT
NO2,ug m-3,12/08/2017,2017,8,12,6,10.7,SAT
NO2,ug m-3,12/08/2017,2017,8,12,7,27.05,SAT
NO2,ug m-3,12/08/2017,2017,8,12,8,18.35,SAT
NO2,ug m-3,12/08/2017,2017,8,12,9,9.5,SAT
NO2,ug m-3,12/08/2017,2017,8,12,10,11.05,SAT
NO2,ug m-3,12/08/2017,2017,8,12,11,11.05,SAT
NO2,ug m-3,12/08/2017,2017,8,12,12,11.7,SAT
NO2,ug m-3,12/08/2017,2017,8,12,13,9.1,SAT
NO2,ug m-3,12/08/2017,2017,8,12,14,8.7,SAT
NO2,ug m-3,12/08/2017,2017,8,12,15,8.75,SAT
NO2,ug m-3,12/08/2017,2017,8,12,16,9.9,SAT
NO2,ug m-3,12/08/2017,2017,8,12,17,12.45,SAT
NO2,ug m-3,12/08/2017,2017,8,12,18,14.35,SAT
NO2,ug m-3,12/08/2017,2017,8,12,19,16.35,SAT
NO2,ug m-3,12/08/2017,2017,8,12,20,106.80000000000001,SAT
NO2,ug m-3,12/08/2017,2017,8,12,21,81.6,SAT
NO2,ug m-3,12/08/2017,2017,8,12,22,88.19999999999999,SAT
NO2,ug m-3,12/08/2017,2017,8,12,23,85.80000000000001,SAT
NO2,ug m-3,13/08/2017,2017,8,13,0,13.45,SUN
NO2,ug m-3,13/08/2017,2017,8,13,1,8.9,SUN
NO2,ug m-3,13/08/2017,2017,8,13,2,9.15,SUN
NO2,ug m-3,13/08/2017,2017,8,13,3,6.75,SUN
NO2,ug m-3,13/08/2017,2017,8,13,4,7.0,SUN
NO2,ug m-3,13/08/2017,2017,8,13,5,9.3,SUN
NO2,ug m-3,13/08/2017,2017,8,13,6,8.55,SUN
NO2,ug m-3,13/08/2017,2017,8,13,7,10.7,SUN
NO2,ug m-3,13/08/2017,2017,8,13,8,7.3,SUN
NO2,ug m-3,13/08/2017,2017,8,13,9,7.7,SUN
NO2,ug m-3,13/08/2017,2017,8,13,10,7.25,SUN
NO2,ug m-3,13/08/2017,2017,8,13,11,5.3,SUN
NO2,ug m-3,13/08/2017,2017,8,13,12,6.95,SUN
NO2,ug m-3,13/08/2017,2017,8,13,13,5.25,SUN
NO2,ug m-3,13/08/2017,2017,8,13,14,7.9,SUN
NO2,ug m-3,13/08/2017,2017,8,13,15,8.05,SUN
NO2,ug m-3,13/08/2017,2017,8,13,16,7.7,SUN
NO2,ug m-3,13/08/2017,2017,8,13,17,9.05,SUN
NO2,ug m-3,13/08/2017,2017,8,13,18,9.7,SUN
NO2,ug m-3,13/08/2017,2017,8,13,19,10.95,SUN
NO2,ug m-3,13/08/2017,2017,8,13,20,72.9,SUN
NO2,ug m-3,13/08/2017,2017,8,13,21,92.4,SUN
NO2,ug m-3,13/08/2017,2017,8,13,22,80.1,SUN
NO2,ug m-3,13/08/2017,2017,8,13,23,99.30000000000001,SUN
NO2,ug m-3,14/08/2017,2017,8,14,0,21.45,MON
NO2,ug m-3,14/08/2017,2017,8,14,1,19.9,MON
NO2,ug m-3,14/08/2017,2017,8,14,2,11.9,MON
NO2,ug m-3,14/08/2017,2017,8,14,3,14.55,MON
NO2,ug m-3,14/08/2017,2017,8,14,4,23.1,MON
NO2,ug m-3,14/08/2017,2017,8,14,5,20.1,MON
NO2,ug m-3,14/08/2017,2017,8,14,6,26.7,MON
NO2,ug m-3,14/08/2017,2017,8,14,7,38.6,MON
NO2,ug m-3,14/08/2017,2017,8,14,8,19.9,MON
NO2,ug m-3,14/08/2017,2017,8,14,9,10.55,MON
NO2,ug m-3,14/08/2017,2017,8,14,10,10.45,MON
NO2,ug m-3,14/08/2017,2017,8,14,11,8.6,MON
NO2,ug m-3,14/08/2017,2017,8,14,12,10.1,MON
NO2,ug m-3,14/08/2017,2017,8,14,13,8.55,MON
NO2,ug m-3,14/08/2017,2017,8,14,14,8.95,MON
NO2,ug m-3,14/08/2017,2017,8,14,15,13.65,MON
NO2,ug m-3,14/08/2017,2017,8,14,16,14.25,MON
NO2,ug m-3,14/08/2017,2017,8,14,17,19.25,MON
NO2,ug m-3,14/08/2017,2017,8,14,18,14.3,MON
NO2,ug m-3,14/08/2017,2017,8,14,19,15.5,MON
NO2,ug m-3,14/08/2017,2017,8,14,20,110.10000000000001,MON
NO2,ug m-3,14/08/2017,2017,8,14,21,123.0,MON
NO2,ug m-3,14/08/2017,2017,8,14,22,135.60000000000002,MON
NO2,ug m-3,14/08/2017,2017,8,14,23,77.69999999999999,MON
NO2,ug m-3,15/08/2017,2017,8,15,0,13.3,TUE
NO2,ug m-3,15/08/2017,2017,8,15,1,19.1,TUE
NO2,ug m-3,15/08/2017,2017,8,15,2,15.5,TUE
NO2,ug m-3,15/08/2017,2017,8,15,3,21.15,TUE
NO2,ug m-3,15/08/2017,2017,8,15,4,24.55,TUE
NO2,ug m-3,15/08/2017,2017,8,15,5,34.55,TUE
NO2,ug m-3,15/08/2017,2017,8,15,6,33.35,TUE
NO2,ug m-3,15/08/2017,2017,8,15,7,29.1,TUE
NO2,ug m-3,15/08/2017,2017,8,15,8,30.05,TUE
NO2,ug m-3,15/08/2017,2017,8,15,9,23.85,TUE
NO2,ug m-3,15/08/2017,2017,8,15,10,20.5,TUE
NO2,ug m-3,15/08/2017,2017,8,15,11,16.4,TUE
NO2,ug m-3,15/08/2017,2017,8,15,12,15.6,TUE
NO2,ug m-3,15/08/2017,2017,8,15,13,15.7,TUE
NO2,ug m-3,15/08/2017,2017,8,15,14,17.15,TUE
NO2,ug m-3,15/08/2017,2017,8,15,15,13.8,TUE
NO2,ug m-3,15/08/2017,2017,8,15,16,16.55,TUE
NO2,ug m-3,15/08/2017,2017,8,15,17,14.75,TUE
NO2,ug m-3,15/08/2017,2017,8,15,18,16.6,TUE
NO2,ug m-3,15/08/2017,2017,8,15,19,20.4,TUE
NO2,ug m-3,15/08/2017,2017,8,15,20,145.8,TUE
NO2,ug m-3,15/08/2017,2017,8,15,21,102.89999999999999,TUE
NO2,ug m-3,15/08/2017,2017,8,15,22,129.3,TUE
NO2,ug m-3,15/08/2017,2017,8,15,23,149.7,TUE
NO2,ug m-3,16/08/2017,2017,8,16,0,21.5,WED
NO2,ug m-3,16/08/2017,2017,8,16,1,20.3,WED
NO2,ug m-3,16/08/2017,2017,8,16,2,21.75,WED
NO2,ug m-3,16/08/2017,2017,8,16,3,23.2,WED
NO2,ug m-3,16/08/2017,2017,8,16,4,23.45,WED
NO2,ug m-3,16/08/2017,2017,8,16,5,22.85,WED
NO2,ug m-3,16/08/2017,2017,8,16,6,22.25,WED
NO2,ug m-3,16/08/2017,2017,8,16,7,22.7,WED
NO2,ug m-3,16/08/2017,2017,8,16,8,21.45,WED
NO2,ug m-3,16/08/2017,2017,8,16,9,15.7,WED
NO2,ug m-3,16/08/2017,2017,8,16,10,10.1,WED
NO2,ug m-3,16/08/2017,2017,8,16,11,6.85,WED
NO2,ug m-3,16/08/2017,2017,8,16,12,6.45,WED
NO2,ug m-3,16/08/2017,2017,8,16,13,7.85,WED
NO2,ug m-3,16/08/2017,2017,8,16,14,8.3,WED
NO2,ug m-3,16/08/2017,2017,8,16,15,7.45,WED
NO2,ug m-3,16/08/2017,2017,8,16,16,7.2,WED
NO2,ug m-3,16/08/2017,2017,8,16,17,8.9,WED
NO2,ug m-3,16/08/2017,2017,8,16,18,7.75,WED
NO2,ug m-3,16/08/2017,2017,8,16,19,7.7,WED
NO2,ug m-3,16/08/2017,2017,8,16,20,64.80000000000001,WED
NO2,ug m-3,16/08/2017,2017,8,16,21,61.199999999999996,WED
NO2,ug m-3,16/08/2017,2017,8,16,22,48.599999999999994,WED
NO2,ug m-3,16/08/2017,2017,8,16,23,38.7,WED
NO2,ug m-3,17/08/2017,2017,8,17,0,6.2,THU
NO2,ug m-3,17/08/2017,2017,8,17,1,4.5,THU
NO2,ug m-3,17/08/2017,2017,8,17,2,4.15,THU
NO2,ug m-3,17/08/2017,2017,8,17,3,5.05,THU
NO2,ug m-3,17/08/2017,2017,8,17,4,5.7,THU
NO2,ug m-3,17/08/2017,2017,8,17,5,8.1,THU
NO2,ug m-3,17/08/2017,2017,8,17,6,12.3,THU
NO2,ug m-3,17/08/2017,2017,8,17,7,13.45,THU
NO2,ug m-3,17/08/2017,2017,8,17,8,13.1,THU
NO2,ug m-3,17/08/2017,2017,8,17,9,9.45,THU
NO2,ug m-3,17/08/2017,2017,8,17,10,11.0,THU
NO2,ug m-3,17/08/2017,2017,8,17,11,9.55,THU
NO2,ug m-3,17/08/2017,2017,8,17,12,9.1,THU
NO2,ug m-3,17/08/2017,2017,8,17,13,9.0,THU
NO2,ug m-3,17/08/2017,2017,8,17,14,7.25,THU
NO2,ug m-3,17/08/2017,2017,8,17,15,8.6,THU
NO2,ug m-3,17/08/2017,2017,8,17,16,10.55,THU
NO2,ug m-3,17/08/2017,2017,8,17,17,9.6,THU
NO2,ug m-3,17/08/2017,2017,8,17,18,7.45,THU
NO2,ug m-3,17/08/2017,2017,8,17,19,6.75,THU
NO2,ug m-3,17/08/2017,2017,8,17,20,47.099999999999994,THU
NO2,ug m-3,17/08/2017,2017,8,17,21,47.099999999999994,THU
NO2,ug m-3,17/08/2017,2017,8,17,22,44.400000000000006,THU
NO2,ug m-3,17/08/2017,2017,8,17,23,44.400000000000006,THU
NO2,ug m-3,18/08/2017,2017,8,18,0,5.35,FRI
NO2,ug m-3,18/08/2017,2017,8,18,1,4.9,FRI
NO2,ug m-3,18/08/2017,2017,8,18,2,4.6,FRI
NO2,ug m-3,18/08/2017,2017,8,18,3,5.4,FRI
NO2,ug m-3,18/08/2017,2017,8,18,4,7.6,FRI
NO2,ug m-3,18/08/2017,2017,8,18,5,9.6,FRI
NO2,ug m-3,18/08/2017,2017,8,18,6,12.65,FRI
NO2,ug m-3,18/08/2017,2017,8,18,7,13.05,FRI
NO2,ug m-3,18/08/2017,2017,8,18,8,11.6,FRI
NO2,ug m-3,18/08/2017,2017,8,18,9,11.5,FRI
NO2,ug m-3,18/08/2017,2017,8,18,10,9.45,FRI
NO2,ug m-3,18/08/2017,2017,8,18,11,11.55,FRI
NO2,ug m-3,18/08/2017,2017,8,18,12,10.0,FRI
NO2,ug m-3,18/08/2017,2017,8,18,13,13.45,FRI
NO2,ug m-3,18/08/2017,2017,8,18,14,17.5,FRI
NO2,ug m-3,18/08/2017,2017,8,18,15,12.85,FRI
NO2,ug m-3,18/08/2017,2017,8,18,16,14.7,FRI
NO2,ug m-3,18/08/2017,2017,8,18,17,13.05,FRI
NO2,ug m-3,18/08/2017,2017,8,18,18,13.6,FRI
NO2,ug m-3,18/08/2017,2017,8,18,19,14.65,FRI
NO2,ug m-3,18/08/2017,2017,8,18,20,78.30000000000001,FRI
NO2,ug m-3,18/08/2017,2017,8,18,21,59.699999999999996,FRI
NO2,ug m-3,18/08/2017,2017,8,18,22,39.0,FRI
NO2,ug m-3,18/08/2017,2017,8,18,23,33.599999999999994,FRI
NO2,ug m-3,19/08/2017,2017,8,19,0,5.65,SAT
NO2,ug m-3,19/08/2017,2017,8,19,1,6.65,SAT
NO2,ug m-3,19/08/2017,2017,8,19,2,7.8,SAT
NO2,ug m-3,19/08/2017,2017,8,19,3,5.15,SAT
NO2,ug m-3,19/08/2017,2017,8,19,4,5.65,SAT
NO2,ug m-3,19/08/2017,2017,8,19,5,8.05,SAT
NO2,ug m-3,19/08/2017,2017,8,19,6,12.25,SAT
NO2,ug m-3,19/08/2017,2017,8,19,7,15.4,SAT
NO2,ug m-3,19/08/2017,2017,8,19,8,12.55,SAT
NO2,ug m-3,19/08/2017,2017,8,19,9,9.45,SAT
NO2,ug m-3,19/08/2017,2017,8,19,10,11.85,SAT
NO2,ug m-3,19/08/2017,2017,8,19,11,12.35,SAT
NO2,ug m-3,19/08/2017,2017,8,19,12,13.3,SAT
NO2,ug m-3,19/08/2017,2017,8,19,13,12.6,SAT
NO2,ug m-3,19/08/2017,2017,8,19,14,9.25,SAT
NO2,ug m-3,19/08/2017,2017,8,19,15,11.7,SAT
NO2,ug m-3,19/08/2017,2017,8,19,16,11.5,SAT
NO2,ug m-3,19/08/2017,2017,8,19,17,11.55,SAT
NO2,ug m-3,19/08/2017,2017,8,19,18,14.1,SAT
NO2,ug m-3,19/08/2017,2017,8,19,19,16.1,SAT
NO2,ug m-3,19/08/2017,2017,8,19,20,107.69999999999999,SAT
NO2,ug m-3,19/08/2017,2017,8,19,21,116.39999999999999,SAT
NO2,ug m-3,19/08/2017,2017,8,19,22,128.10000000000002,SAT
NO2,ug m-3,19/08/2017,2017,8,19,23,104.39999999999999,SAT
NO2,ug m-3,20/08/2017,2017,8,20,0,12.15,SUN
NO2,ug m-3,20/08/2017,2017,8,20,1,9.1,SUN
NO2,ug m-3,20/08/2017,2017,8,20,2,10.5,SUN
NO2,ug m-3,20/08/2017,2017,8,20,3,12.35,SUN
NO2,ug m-3,20/08/2017,2017,8,20,4,12.2,SUN
NO2,ug m-3,20/08/2017,2017,8,20,5,13.85,SUN
NO2,ug m-3,20/08/2017,2017,8,20,6,13.45,SUN
NO2,ug m-3,20/08/2017,2017,8,20,7,10.95,SUN
NO2,ug m-3,20/08/2017,2017,8,20,8,11.9,SUN
NO2,ug m-3,20/08/2017,2017,8,20,9,12.0,SUN
NO2,ug m-3,20/08/2017,2017,8,20,10,8.95,SUN
NO2,ug m-3,20/08/2017,2017,8,20,11,6.15,SUN
NO2,ug m-3,20/08/2017,2017,8,20,12,6.5,SUN
NO2,ug m-3,20/08/2017,2017,8,20,13,5.75,SUN
NO2,ug m-3,20/08/2017,2017,8,20,14,4.8,SUN
NO2,ug m-3,20/08/2017,2017,8,20,15,6.0,SUN
NO2,ug m-3,20/08/2017,2017,8,20,16,7.35,SUN
NO2,ug m-3,20/08/2017,2017,8,20,17,8.7,SUN
NO2,ug m-3,20/08/2017,2017,8,20,18,10.5,SUN
NO2,ug m-3,20/08/2017,2017,8,20,19,9.05,SUN
NO2,ug m-3,20/08/2017,2017,8,20,20,64.19999999999999,SUN
NO2,ug m-3,20/08/2017,2017,8,20,21,65.69999999999999,SUN
NO2,ug m-3,20/08/2017,2017,8,20,22,54.300000000000004,SUN
